순번,제목,설명,발행일,링크,원본링크,언론사,IP포함,라이선싱포함,빌드업포함,코레일포함,슈야포함,테마카페포함,캐릭터포함
54,"GS리테일; 한국콘텐츠진흥원 주관 '2024 IP 라이선싱 빌드업' 참여","사진=GS리테일 GS리테일은 오는 11월까지 한국콘텐츠진흥원이 주관하는 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여; 우수 콘텐츠 IP를 보유한 국내 중소 콘텐츠기업의 성장을 지원한다고 25일 밝혔다. IP... ",2024-07-25,"http://www.thefirstmedia.net/news/articleView.html?idxno=150729","http://www.thefirstmedia.net/news/articleView.html?idxno=150729",Unknown,Y,Y,Y,N,N,N,N
55,"GS리테일; 중소 콘텐츠기업 지원 위해 'IP 라이선싱 빌드업' 프로그램 참...","유현석 한국콘텐츠진흥원 부원장; 이정표 GS리테일 O4O부문장(오른쪽) / 사진=GS리테일 GS리테일은 오는 11월까지 한국콘텐츠진흥원 주관 '2024 IP 라이선싱 빌드업' 프로그램에 플랫폼사로 참여한다고 25일 밝혔다. 'IP... ",2024-07-25,"https://www.businessplus.kr/news/articleView.html?idxno=65821","https://www.businessplus.kr/news/articleView.html?idxno=65821",Unknown,Y,Y,Y,N,N,N,N
56,"GS리테일; 한국콘텐츠진흥원 주관 '지식재산권(IP) 라이선싱 빌드업' 프...","GS리테일에 따르면 IP 라이선싱 빌드업은 국내 신인 캐릭터 디자이너 및 중소 콘텐츠기업의 사업 역량 강화를 목적으로 진행되는 프로젝트다. 국내외 온·오프라인 유통망 및 홍보 인프라를 보유한 기업과 잠재력 있는... ",2024-07-26,"http://www.econonews.co.kr/news/articleView.html?idxno=348025","http://www.econonews.co.kr/news/articleView.html?idxno=348025",Unknown,Y,Y,Y,N,N,N,Y
57,"철도 플랫폼과 K-콘텐츠의 만남; 코레일유통이 제시하는 새로운 협업 모...","한국콘텐츠진흥원과의 지속적 협력으로 구축되는 상생 생태계 코레일유통은 한국콘텐츠진흥원의 'IP 라이선싱 빌드업' 사업에 지난해에 이어 올해도 참여하며 중소 지식재산 기업과의 협업을 지속하고 있다. 이 사업은... ",2025-07-17,"http://www.globalepic.co.kr/view.php?ud=202507171349492814ac3d53c8ec_29","http://www.globalepic.co.kr/view.php?ud=202507171349492814ac3d53c8ec_29",Unknown,Y,Y,Y,Y,N,N,N
58,"코레일유통; KTX 동대구역 '트리핀'을 캐릭터 '슈야' 테마공간으로","이번 테마카페는 케이비젼의 인기 이모티콘 캐릭터 '슈야'와 '토야'로;  한국콘텐츠진흥원과 함께하는 '2025 IP 라이선싱 빌드업' 사업의 일환이다. 슈크림 케이크에서 태어난 슈크림 토끼 '슈야'와 초콜릿 케이크에서... ",2025-09-22,"https://www.datasom.co.kr/news/articleView.html?idxno=206042","https://www.datasom.co.kr/news/articleView.html?idxno=206042",Unknown,Y,Y,Y,Y,Y,Y,Y
59,"코레일유통; KTX동대구역서 '슈야'캐릭터 테마공간 선봬","이번 테마카페는 한국콘텐츠진흥원과 함께하는 '2025 IP 라이선싱 빌드업' 사업의 일환으로; 중소 지식재산권(IP) 기업의 콘텐츠를 대중에게 알릴 수 있는 플랫폼 역할을 한다. 이번 테마카페의 주인공은 케이비젼의 인기... ",2025-09-22,"https://www.asiaa.co.kr/news/articleView.html?idxno=224433","https://www.asiaa.co.kr/news/articleView.html?idxno=224433",Unknown,Y,Y,Y,Y,Y,Y,Y
60,"코레일유통; 동대구역에 '트리핀X슈야' 테마카페 오픈","이번 테마카페는 한국콘텐츠진흥원과 함께하는 '2025 IP 라이선싱 빌드업' 사업 일환으로; 중소 지식재산권(IP) 기업 콘텐츠를 대중에게 알릴 수 있는 플랫폼 역할을 하게 된다. 테마카페 주인공은 케이비젼 인기 이모티콘... ",2025-09-22,"https://www.s-journal.co.kr/news/articleView.html?idxno=33856","https://www.s-journal.co.kr/news/articleView.html?idxno=33856",Unknown,Y,Y,Y,Y,Y,Y,N
61,"기차 기다리며 즐긴다... 코레일유통; 동대구역에 '트리핀 X 슈야' 테마...","이번 테마카페는 한국콘텐츠진흥원과 함께하는 '2025 IP 라이선싱 빌드업' 사업의 일환으로; 중소 지식재산권(IP) 기업의 콘텐츠를 대중에게 알릴 수 있는 플랫폼 역할을 한다. 이번 테마카페의 주인공은 (주)케이비젼의... ",2025-09-22,"https://www.pressman.kr/news/articleView.html?idxno=94376","https://www.pressman.kr/news/articleView.html?idxno=94376",Unknown,Y,Y,Y,Y,Y,Y,N
62,"코레일유통; 동대구역에 '슈야 테마카페' 개장","이번 프로젝트는 한국콘텐츠진흥원과 함께하는 '2025 IP 라이선싱 빌드업' 사업의 일환으로; 중소 지식재산권(IP) 기업 콘텐츠가 대중과 만날 수 있는 플랫폼을 제공하는 데 목적을 두고 있다. 이번 테마카페의 주인공은... ",2025-09-21,"http://www.newsdream.kr/news/articleView.html?idxno=95557","http://www.newsdream.kr/news/articleView.html?idxno=95557",Unknown,Y,Y,Y,Y,Y,Y,N
63,"코레일유통; 한국콘텐츠진흥원과 2024 IP 라이선싱 빌드업 사업 진행","모빌리티 서비스 리딩 기업 코레일유통(대표 김영태)이 한국콘텐츠진흥원(원장 조현래 ; 이하 콘진원)과 함께 ‘2024 IP 라이선싱 빌드업’을 통해 중소콘텐츠기업의 콘텐츠를 발굴하고 지원한다. 코레일유통과... ",2024-05-17,"https://ilyo.co.kr/?ac=article_view&entry_id=472382","https://ilyo.co.kr/?ac=article_view&entry_id=472382",Unknown,Y,Y,Y,Y,N,N,N
64,"코레일유통; 한국콘텐츠진흥원과 2024 IP 라이선싱 빌드업 사업 진행","사진=코레일유통 모빌리티 서비스 리딩 기업 코레일유통(대표 김영태)이 한국콘텐츠진흥원(원장 조현래 ; 이하 콘진원)과 함께 '2024 IP 라이선싱 빌드업'을 통해 중소콘텐츠기업의 콘텐츠를 발굴하고 지원한다.... ",2024-05-17,"http://www.lkp.news/news/articleView.html?idxno=49059","http://www.lkp.news/news/articleView.html?idxno=49059",Unknown,Y,Y,Y,Y,N,N,N
65,"코레일유통; 한국콘텐츠진흥원과 2024 IP 라이선싱 빌드업 사업 진행","오늘경제 사진=코레일유통 모빌리티 서비스 리딩 기업 코레일유통(대표 김영태)이 한국콘텐츠진흥원(원장 조현래 ; 이하 콘진원)과 함께 '2024 IP 라이선싱 빌드업'을 통해 중소콘텐츠기업의 콘텐츠를 발굴하고... ",2024-05-17,"http://www.startuptoday.co.kr/news/articleView.html?idxno=201651","http://www.startuptoday.co.kr/news/articleView.html?idxno=201651",스타트업투데이,Y,Y,Y,Y,N,N,N
66,"코레일유통-한국콘텐츠진흥원; '2024 IP 라이선싱 빌드업' 진행","코레일유통(대표 김영태)이 한국콘텐츠진흥원(원장 조현래)과 함께 '2024 IP 라이선싱 빌드업'을 통해 중소콘텐츠기업의 콘텐츠를 발굴하고 지원한다고 17일 밝혔다. 코레일유통과 콘진원이 진행하는 '2024 IP 라이선싱... ",2024-05-17,"http://www.newslock.co.kr/news/articleView.html?idxno=91431","http://www.newslock.co.kr/news/articleView.html?idxno=91431",Unknown,Y,Y,Y,Y,N,N,N
67,"코레일유통; 콘진원과 ' IP 라이선싱 빌드업' 사업 진행","코레일유통이 한국콘텐츠진흥원과 함께 '2024 IP 라이선싱 빌드업'을 통해 중소콘텐츠기업의 콘텐츠를 발굴하고 지원한다고 17일 밝혔다. 코레일유통과 콘진원이 진행하는 '2024 IP 라이선싱 빌드업'은 새로운 K-콘텐츠... ",2024-05-16,"http://www.newsdream.kr/news/articleView.html?idxno=59608","http://www.newsdream.kr/news/articleView.html?idxno=59608",Unknown,Y,Y,Y,Y,N,N,N
68,"코레일유통; 'IP 라이선싱 빌드업'으로 중소콘텐츠기업 발굴·지원","▲  코레일유통이 2024 IP 라이선싱 빌드업 참가사를 모집한다. 사진은 코레일유통 본사 사옥 모습. ⓒ 코레일유통 새로운 K-콘텐츠 수요 맞춤형 성장지원 프로그램인 '2024 IP 라이선싱 빌드업' 프로그램을 통해 역량 있는... ",2024-05-16,"https://n.news.naver.com/mnews/article/047/0002433691?sid=101","https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0003030799&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news",네이버뉴스,Y,Y,Y,Y,N,N,N
69,"코레일유통; 콘진원과 '2024 IP 라이선싱 빌드업' 사업 진행","민주신문=승동엽 기자｜코레일유통은 한국콘텐츠진흥원과 함께 '2024 IP 라이선싱 빌드업'을 통해 중소콘텐츠기업의 콘텐츠를 발굴하고 지원한다고 17일 밝혔다. 코레일유통과 콘진원이 진행하는 '2024 IP 라이선싱... ",2024-05-17,"http://www.iminju.net/news/articleView.html?idxno=101523","http://www.iminju.net/news/articleView.html?idxno=101523",Unknown,Y,Y,Y,Y,N,N,N
70,"코레일유통; 동대구역 ‘트리핀 X 슈야’ 테마카페 오픈","이번 테마카페는 한국콘텐츠진흥원과 함께하는 ‘2025 IP 라이선싱 빌드업’ 사업의 일환으로; 중소 지식재산권(IP) 기업의 콘텐츠를 대중에게 알릴 수 있는 플랫폼 역할을 한다. 이번 테마카페의 주인공은 (주)케이비젼의... ",2025-09-22,"http://mcnews.co.kr/84966","http://mcnews.co.kr/84966",Unknown,Y,Y,Y,Y,Y,Y,N
71,"코레일유통; 중소콘텐츠기업 지원·발굴 위한 'IP 라이선싱 빌드업' 실시","코레일유통은 한국콘텐츠진흥원과 함께 '2024 IP 라이선싱 빌드업'을 통해 중소콘텐츠기업의 콘텐츠를 발굴하고 지원한다고 17일 밝혔다. 2024 IP 라이선싱 빌드업은 코레일유통과 콘진원이 진행하는 새로운 K-콘텐츠 수요... ",2024-05-17,"https://www.pressman.kr/news/articleView.html?idxno=80998","https://www.pressman.kr/news/articleView.html?idxno=80998",Unknown,Y,Y,Y,Y,N,N,N
72,"코레일유통-콘진원; 'IP 라이선싱 빌드업'으로 중소콘텐츠기업 발굴·지...","IP 라이선싱 빌드업은 새로운 K-콘텐츠 수요 맞춤형 성장 지원 프로그램이다. 코레일유통은 △공간 △패키지 2개 분야로 나눠 국내 콘텐츠 기업을 모집한다. 공간 분야 과제는 수원역 전철 지하 카페 트리핀을... ",2024-05-17,"https://www.s-journal.co.kr/news/articleView.html?idxno=21860","https://www.s-journal.co.kr/news/articleView.html?idxno=21860",Unknown,Y,Y,Y,Y,N,N,N
73,"콘진원; ‘한국 ESG 혁신정책 대상’ 사회(S) 부문 최우수상 수상","◆ 대·중소기업 상생 기반 ‘IP 라이선싱 빌드업’으로 공정한 수익 체계 마련 콘진원은 이번 수상에서 대·중소기업 간 협력을 강화하고; 중소 콘텐츠 기업의 지속 가능한 지식재산(IP) 수익 체계를 마련한 성과를 높이... ",2025-08-27,"http://www.lawissue.co.kr/view.php?ud=202508271347084140f4ab64559d_12","http://www.lawissue.co.kr/view.php?ud=202508271347084140f4ab64559d_12",Unknown,Y,Y,Y,N,N,N,N
74,"“이게 한국 거였다고?”...세계적으로 유명한 캐릭터들 제친 토종IP의 ...","한국콘텐츠진흥원 ‘IP 라이선싱 빌드업’ 캐릭터 필요한 민·관기업에 중소 콘텐츠 기업의 IP 매칭 중기엔 로열티; 최소 수익 보장 민·관기업은 ESG로 기업 가치 상승 한국콘텐츠진흥원·매일경제신문 공동 기획 미국... ",2025-03-13,"https://n.news.naver.com/mnews/article/009/0005458047?sid=103","https://www.mk.co.kr/article/11262694",네이버뉴스,Y,Y,Y,N,N,N,Y
75,"기차역이 K-콘텐츠 무대 된다…코레일유통; 동대구역 '슈야 테마카페' ...","이번 프로젝트는 한국콘텐츠진흥원이 추진하는 「2025 IP 라이선싱 빌드업」 사업의 일환으로; 중소 지식재산권(IP) 기업이 보유한 콘텐츠를 대중에게 소개하는 창구가 된다. 이번 테마카페의 주인공은 (주)케이비젼의... ",2025-09-22,"https://www.thefairnews.co.kr/news/articleView.html?idxno=56573","https://www.thefairnews.co.kr/news/articleView.html?idxno=56573",더페어뉴스,Y,Y,Y,Y,Y,Y,N
76,"코레일유통; 동대구역 '트리핀 X 슈야' 테마카페 오픈","이번 테마카페는 한국콘텐츠진흥원과 함께하는 '2025 IP 라이선싱 빌드업' 사업의 일환으로; 중소 지식재산권(IP) 기업의 콘텐츠를 대중에게 알릴 수 있는 플랫폼 역할을 한다. 이번 테마카페의 주인공은 ㈜케이비젼의... ",2025-09-22,"http://www.sisacast.kr/news/articleView.html?idxno=82310","http://www.sisacast.kr/news/articleView.html?idxno=82310",Unknown,Y,Y,Y,Y,Y,Y,N
77,"'K-콘텐츠 IP' 축제 '캐릭터 라이선싱 페어'…무료화 첫해 '대성공'","'2024 IP 라이선싱 빌드업 사업' 기획관으로 마련된 '2024 빌드업 다운타운'에는 15개 기업이 참가했다. 지난해 이 사업을 통해 중소기업 IP와 대기업이 만나 사업기회를 모색한 사례로 S-OIL; 현대백화점 등이 참여했다. 올해... ",2024-07-21,"https://n.news.naver.com/mnews/article/008/0005066632?sid=103","http://news.mt.co.kr/mtview.php?no=2024072113420494719",네이버뉴스,Y,Y,Y,N,N,N,Y
78,"콘진원; '2023 IP 라이선싱 빌드업' 참가사 모집","한국콘텐츠진흥원은 오는 19일까지 '2023 IP 라이선싱 빌드업' 참가사를 모집하고 7개 플랫폼사와의 협업을 통해 동반 성장할 중소 콘텐츠 캐릭터를 찾는다. [사진=콘진원] 한국콘텐츠진흥원(원장 조현래)은 오는 19일까지... ",2023-06-12,"https://www.news2day.co.kr/article/20230612500193","https://www.news2day.co.kr/article/20230612500193",Unknown,Y,Y,Y,N,N,N,Y
79,"콘진원; '2023 IP 라이선싱 빌드업' 참가사 모집","2023 IP 라이선싱 빌드업' 참가사를 모집 공고. 콘텐츠진흥원 제공  한국콘텐츠진흥원은 오는 19일까지 '2023 IP 라이선싱 빌드업' 참가사를 모집하고; 7개 플랫폼사와의 협업을 통해 동반 성장할 중소 콘텐츠 캐릭터를... ",2023-06-12,"https://daily.hankooki.com/news/articleView.html?idxno=966824","https://daily.hankooki.com/news/articleView.html?idxno=966824",Unknown,Y,Y,Y,N,N,N,Y
80,"콘진원; '2023 IP 라이선싱 빌드업' 참가사 모집","한국콘텐츠진흥원(원장 조현래; 이하 콘진원)은 6월 12일부터 19일까지 '2023 IP 라이선싱 빌드업' 참가사를 모집하고; 7개 플랫폼사와의 협업을 통해 동반 성장할 중소 콘텐츠 캐릭터를 찾는다. 2023 IP 라이선싱 빌드업... ",2023-06-11,"http://www.newsworker.co.kr/news/articleView.html?idxno=207993","http://www.newsworker.co.kr/news/articleView.html?idxno=207993",Unknown,Y,Y,Y,N,N,N,Y
81,"콘진원; '2023 IP 라이선싱 빌드업' 참가사 모집","한국콘텐츠진흥원(원장 조현래)은 6월 12일부터 19일까지 '2023 IP 라이선싱 빌드업' 참가사를 모집하고; 7개 플랫폼사와의 협업을 통해 동반 성장할 중소 콘텐츠 캐릭터를 찾는다. 'IP 라이선싱 빌드업'은 대기업과 중소... ",2023-06-11,"http://www.newspim.com/news/view/20230612000034","http://www.newspim.com/news/view/20230612000034",Unknown,Y,Y,Y,N,N,N,Y
82,"콘진원; '2023 IP 라이선싱 빌드업' 참가사 모집","한국콘텐츠진흥원(원장 조현래; 이하 콘진원)은 6월 12일부터 19일까지 '2023 IP 라이선싱 빌드업' 참가사를 모집하고; 7개 플랫폼사와의 협업을 통해 동반 성장할 중소 콘텐츠 캐릭터를 찾는다. 'IP 라이선싱 빌드업'은... ",2023-06-12,"http://www.newsmaker.or.kr/news/articleView.html?idxno=140894","http://www.newsmaker.or.kr/news/articleView.html?idxno=140894",Unknown,Y,Y,Y,N,N,N,Y
83,"콘진원; 중소 콘텐츠 캐릭터 찾습니다 '2023 IP 라이선싱 빌드업' 참가사...","한국콘텐츠진흥원은 6월 12일부터 19일까지 '2023 IP 라이선싱 빌드업' 참가사를 모집하고; 7개 플랫폼사와의 협업을 통해 동반 성장할 중소 콘텐츠 캐릭터를 찾는다. 'IP 라이선싱 빌드업'은 대기업과 중소 콘텐츠기업 간... ",2023-06-12,"https://www.ekoreanews.co.kr/news/articleView.html?idxno=67449","https://www.ekoreanews.co.kr/news/articleView.html?idxno=67449",Unknown,Y,Y,Y,N,N,N,Y
84,"콘진원; '2023 IP 라이선싱 빌드업' 참가사 모집","한국콘텐츠진흥원(이하 콘진원)은 오는 19일까지 '2023 IP 라이선싱 빌드업' 참가사를 모집하고; 7개 플랫폼사와의 협업을 통해 동반 성장할 중소 콘텐츠 캐릭터를 찾는다고 12일 밝혔다. 'IP 라이선싱 빌드업'은 대기업과... ",2023-06-12,"http://www.thepowernews.co.kr/news/articleView.html?idxno=124369","http://www.thepowernews.co.kr/news/articleView.html?idxno=124369",Unknown,Y,Y,Y,N,N,N,Y
85,"콘진원; 'IP 라이선싱 빌드업' 참가사 모집","IP 라이선싱 빌드업은 대기업과 중소 콘텐츠 기업 간 협력관계 구축을 통해 수요 맞춤형 성장을 지원하는 사업이다. 국내외 온·오프라인 유통망과 홍보 인프라를 보유한 대기업과 잠재력 있는 콘텐츠 IP를 보유한 중소... ",2023-06-12,"https://www.s-journal.co.kr/news/articleView.html?idxno=16117","https://www.s-journal.co.kr/news/articleView.html?idxno=16117",Unknown,Y,Y,Y,N,N,N,N
